"ialpha","ibeta","ifold","irep","seed1","seed2","seed3","seed4","seed5","seed6","seed7"
1,1,0,1,10407,1530792846,1121154743,-1223402612,-8426723,2090221370,-1530883213
2,1,0,1,10407,-1745706168,-1830442206,-420996922,-1363501132,-574575694,67263142
3,1,0,1,10407,1891563931,-435106494,1521474777,828173082,-28602108,-1697738111
4,1,0,1,10407,-1375653005,755529888,-833966202,-51548512,845440349,-779178123
5,1,0,1,10407,1862797551,1735407822,468188124,235364993,-2118388640,2018066653
6,1,0,1,10407,1018305865,551318808,1194472720,1367353337,-749758250,585174328
7,1,0,1,10407,-941199430,471536356,-863455837,-982710103,1997142020,319714923
8,1,0,1,10407,-1518416806,1051605635,664900142,-1196986465,-17990281,-1730394821
9,1,0,1,10407,-724696189,-1586589589,1843783956,1069923660,893604001,961942349
10,1,0,1,10407,1900870016,-1846407174,1813712763,-2110421958,1962306879,428240543
1,2,0,1,10407,-1569770354,398376209,-506939499,473238124,-1344218257,1863087866
2,2,0,1,10407,108962699,1460453230,-888222030,-1131169183,-1759953189,-1006188857
3,2,0,1,10407,-227292706,822771895,-1585720861,410641303,-884499920,-1007079185
4,2,0,1,10407,970709401,-1531839232,909433005,-259681626,-1942718147,473567717
5,2,0,1,10407,-2049225902,-1191863513,480527037,-1254575182,413971954,-961022466
6,2,0,1,10407,1402562403,949772168,340400214,-462412094,577776255,-1493637057
7,2,0,1,10407,-655850302,-1580225414,1301133477,-284337969,852804102,-461024525
8,2,0,1,10407,1806538152,112299036,966473496,-1788537174,104158384,1389908744
9,2,0,1,10407,-1152559540,168808103,1155016960,-471067817,1769866956,1505185889
10,2,0,1,10407,-1059036867,-1411102096,-304782162,-1504375123,-953924489,-1768627761
1,3,0,1,10407,1806012896,1192195262,1056395904,-196935035,2096144664,-1454693931
2,3,0,1,10407,572053980,-638567084,419214243,764390045,782182300,-1252049350
3,3,0,1,10407,1729018603,-1931436588,374605444,-747401093,-287228400,1269131734
4,3,0,1,10407,-426807285,164660384,2033025537,565132997,-789913138,-532388935
5,3,0,1,10407,-1446195019,1868280385,-1712385699,744889082,1055105209,-39304078
6,3,0,1,10407,1134477790,1297004585,368461889,-1011100871,-730440139,363709702
7,3,0,1,10407,1495100598,-1855650054,-986305237,-1359041950,-1314327276,1198193607
8,3,0,1,10407,1167247936,-1150150567,562611264,809800587,560699007,-94485163
9,3,0,1,10407,525549275,-1424948971,2111723459,945437567,1460077421,121622814
10,3,0,1,10407,1946472128,1946150378,1882427342,949755046,-1327700883,928513290
1,4,0,1,10407,-1541712346,909345591,-1225934157,2103212920,-761082432,-1113635279
2,4,0,1,10407,-501801650,913244351,-1781461135,-531988767,1464848941,1840442416
3,4,0,1,10407,-1733888959,1214926442,25753974,-1317417180,567184017,548582491
4,4,0,1,10407,698936559,794486390,-1362740413,-2099458181,1449194916,52661310
5,4,0,1,10407,1475664562,-116783850,1414274528,-714649766,1712539309,-1081297480
6,4,0,1,10407,620392411,-1775655921,-20424620,1003454064,-1716789642,865600382
7,4,0,1,10407,-1858209364,-2071088824,111913400,1438747035,-628773433,-83227800
8,4,0,1,10407,-1622810065,1918931813,1158054602,-180223114,-1077068154,-72871900
9,4,0,1,10407,-853817104,2009476979,-1431315998,2036520850,-1683586892,-2120982317
10,4,0,1,10407,1749284520,204495721,-320303705,507855903,-1340603729,-394072509
1,5,0,1,10407,650918249,-325206574,1930112502,700134144,833915269,-2091730138
2,5,0,1,10407,-1711859750,924095620,-450375049,-768257023,429553168,1189147020
3,5,0,1,10407,-1248872006,2100047141,1489596092,-1415707386,541270549,685119563
4,5,0,1,10407,-1970740695,1930521049,-375501874,-146306242,-1431478365,118086019
5,5,0,1,10407,2018005378,-1611015230,381315203,-320107584,-1032367978,-1933512804
6,5,0,1,10407,-57137726,1191184575,-1485294862,1800997890,346001332,-325570908
7,5,0,1,10407,1360654533,1328588346,946488172,-1877122318,2032638305,1118272686
8,5,0,1,10407,-1401773577,-1587850334,49084425,-562041715,1030823527,-1419332011
9,5,0,1,10407,-1249149089,676013860,-1481369398,-823643241,131871912,1926215194
10,5,0,1,10407,-740229871,-402704985,201138770,38465723,-1212322764,-887021911
1,6,0,1,10407,566614227,657076359,1638507023,1286002016,1452521209,1180701423
2,6,0,1,10407,1358641281,1760953281,-1380779189,405557633,1717944313,1031775344
3,6,0,1,10407,2075216092,131376122,-1331807674,1476717850,146772259,-1695750844
4,6,0,1,10407,907116752,-1193132939,1773110328,492772813,943197923,339286751
5,6,0,1,10407,-449528876,-288406448,-1698893087,585594545,1686436460,286547234
6,6,0,1,10407,-1063671967,9417331,1036982448,1812621422,-913085312,-1792521142
7,6,0,1,10407,1343256991,-1872008902,-1087400109,-513914707,-1647742539,-2095744570
8,6,0,1,10407,1719256196,-1527960614,-1042182015,-405752394,1870487182,1874726227
9,6,0,1,10407,2027315411,-239431571,-1178885494,-2014153985,970659171,-347754740
10,6,0,1,10407,244402103,1011931097,-26668268,338203094,-1215974915,1511103584
1,7,0,1,10407,1625398564,-1618099903,789240876,1890682407,322818769,-932089432
2,7,0,1,10407,1845156462,-43505310,516588284,1939538937,1027155288,-601427711
3,7,0,1,10407,-1197871417,864164620,571628604,-920794033,183232222,-2053804935
