"ialpha","ibeta","ifold","irep","seed1","seed2","seed3","seed4","seed5","seed6","seed7"
1,1,0,1,10407,1216378873,217102182,1299778223,975663396,58224085,1389937810
2,1,0,1,10407,1641260036,-1856147475,1008747614,-1964063617,1212568241,-247089598
3,1,0,1,10407,-2031122341,-1155154151,995900099,-740009079,521642771,1252698194
4,1,0,1,10407,2031724586,-1574448394,-595491228,-991658773,1983834218,116140764
5,1,0,1,10407,-646823840,1459384886,279311491,-105325545,-239137188,-652814198
6,1,0,1,10407,-208521954,-667989099,-319241372,257227969,-1587466757,2028173662
7,1,0,1,10407,-1435252406,484038064,155746090,1074336387,-751532585,423438762
8,1,0,1,10407,-1348596855,1520087285,-928571873,-672951592,-1118620592,526056558
9,1,0,1,10407,1215732892,-379278924,-1773004740,-1572292022,-181337067,-1987489356
10,1,0,1,10407,-53767175,497767198,-2111720019,-609961558,-437012412,2015062223
1,2,0,1,10407,-202789808,1540229176,425032198,90214461,1782590070,1427977177
2,2,0,1,10407,-1899143413,-218228018,903637032,-1706614959,-1104588367,2014530183
3,2,0,1,10407,1096900424,-599699059,819244449,1463225571,-1768188797,-569773577
4,2,0,1,10407,-1412290825,-127559862,1023169466,2092378563,-704313525,-1063234126
5,2,0,1,10407,241482145,1343531160,1132909129,755921328,-88715734,-2108762237
6,2,0,1,10407,-1721869043,-985673051,-1000602668,-1298973756,-1231716686,570830249
7,2,0,1,10407,1072630890,722733802,1837455691,417154399,-1528547666,846094028
8,2,0,1,10407,-1058104869,-1954438553,-859262950,366500850,-71173336,367537967
9,2,0,1,10407,1729175222,2067381382,-1161327856,182225731,1028295900,765692888
10,2,0,1,10407,-2029143978,-1883487461,1934492322,742293875,-428893322,-258292589
1,3,0,1,10407,-2084254802,1360765743,1519705481,147538610,44065559,-241223769
2,3,0,1,10407,-1168848734,-1912937985,162436348,1048809793,635107171,1581625232
3,3,0,1,10407,1242124234,-1541600647,965868491,-1382962815,961389109,-1346034198
4,3,0,1,10407,210964252,1032533791,-1458943183,-802791387,421756674,-774473457
5,3,0,1,10407,1490675629,1544249316,-2092472508,3832001,-34331228,-856470733
6,3,0,1,10407,532545925,414873643,-2065814971,-483236125,-526987384,706540983
7,3,0,1,10407,-139194431,241048844,1081838040,372144026,-1193694461,-960450523
8,3,0,1,10407,-1199111881,569339403,191481213,343833178,-237820451,1263050657
9,3,0,1,10407,492710672,-1503352005,692153959,-924837493,-323808601,1662685104
10,3,0,1,10407,-22617553,-2000196697,-1128370355,1898661194,-2007621661,-1514889512
1,4,0,1,10407,380338367,729683550,-1170511674,1818018992,1350810080,2021541852
2,4,0,1,10407,1143757956,41197805,-891548323,1011881069,-78554879,-1324551339
3,4,0,1,10407,1495855288,-1492102814,-737115108,1461139202,1059957333,396830876
4,4,0,1,10407,-1448540250,-1941109888,-494188498,1428997291,371097405,-1622874254
5,4,0,1,10407,1710895376,1538930128,1747132547,453926006,958944372,830693359
6,4,0,1,10407,255779445,-121030572,1405740292,-659608137,183826560,1554614032
7,4,0,1,10407,870749848,-1769307777,-182895448,851328663,-2102129869,-1853763294
8,4,0,1,10407,1149172450,-1852612607,-590166165,-183681551,627388494,-1719083411
9,4,0,1,10407,2037712277,-618748316,-1560162331,308059446,904124405,1306297252
10,4,0,1,10407,-966639918,1716005665,608763461,-1612451313,557851494,-517621732
1,5,0,1,10407,-856414544,-353918108,-211786074,-488979290,-2061993499,1529885517
2,5,0,1,10407,1548185665,646079600,-1136787385,994467462,1346417567,-1362450999
3,5,0,1,10407,559516452,-2046004963,-1882061211,1148643235,1918634391,909121137
4,5,0,1,10407,-1177368374,-1549567527,1863085034,-1230760639,-2090187608,1130353695
5,5,0,1,10407,1554616315,1017894627,-1628194888,1971701909,-2078585310,1170525988
6,5,0,1,10407,752776231,1109713172,2123911032,-1188529566,2127479172,-222224699
7,5,0,1,10407,-2041868432,-63927194,1389182556,-748590281,1243373935,-1271708202
8,5,0,1,10407,2060178352,-477814379,487833780,157361955,-1786882738,-2091997648
9,5,0,1,10407,1632323401,641249978,1363996211,-1425839419,1273815489,1797858775
10,5,0,1,10407,125914715,-1747196117,-1115095115,1907389954,1122304618,-1139328483
1,6,0,1,10407,713571690,758753766,1265084885,1091885921,-663370496,-420344977
2,6,0,1,10407,1640695858,1010029493,10663570,1704219670,-411517717,1771745427
3,6,0,1,10407,1256079417,2076543779,1010481019,1881790965,427009200,-422039192
4,6,0,1,10407,639955736,-2045372659,1767377852,-1275817126,1789739623,392065551
5,6,0,1,10407,661023718,172518766,-1356761703,-1921334433,-2066631482,691070743
6,6,0,1,10407,-683307904,1020825345,-849369302,53903069,-213811239,1468186133
7,6,0,1,10407,1282607483,1173473811,930545926,-47391413,321507932,117077853
8,6,0,1,10407,-1234122002,-1294981370,556618695,1381423551,-306728413,-470103417
9,6,0,1,10407,-1216416476,-22722400,-1910934707,471995061,62023912,-1845822045
10,6,0,1,10407,966814214,-460186945,-1220330836,1198505663,-1354636397,-1588667307
1,7,0,1,10407,-1666791906,699160149,-235115089,-649630388,-526493007,-1153648647
2,7,0,1,10407,713704158,518717082,214626228,1434334004,-362981545,-215155177
3,7,0,1,10407,1693376732,-194010387,-727385100,-404528040,517216040,561629678
4,7,0,1,10407,949776756,-1604249105,803413339,505037124,1365741105,854304941
5,7,0,1,10407,-1752913384,873366128,-1151357233,-468991068,-1432655514,1208578889
6,7,0,1,10407,1524821599,-792493900,1085231968,-824002704,1761869633,-1085915061
7,7,0,1,10407,-702682249,-1401607179,248634715,949960106,-1365547508,-399981118
8,7,0,1,10407,-1647509157,-1945337576,66444392,170256425,1791116266,1745592546
9,7,0,1,10407,1903580633,-348737225,1790201573,-1013018596,-1143782451,329944519
10,7,0,1,10407,-336188038,-1177230574,63607543,-1757975961,987236669,-2065113535
1,8,0,1,10407,1388014710,-231646044,-216389203,-1433561750,-927193005,125913722
2,8,0,1,10407,608377990,191413090,962331001,-991623030,-894374904,419948274
3,8,0,1,10407,-798851523,-294409473,912952627,-481195950,466736347,1346361588
4,8,0,1,10407,591563503,-1466313380,-379039403,-1230275453,-222267118,1346693127
5,8,0,1,10407,-1961028839,-1167977312,-2009636776,-1360003074,1027756553,-844243935
6,8,0,1,10407,196857645,1949668904,-1118253485,379765842,61609280,1289274810
7,8,0,1,10407,-1799851392,-732837758,-882588627,1334807327,728750089,1510109274
8,8,0,1,10407,-939839865,-405693960,-1810353925,1785886445,-578280089,1404038719
9,8,0,1,10407,-34034679,1594646885,-2029259679,-465662854,-915360368,408021178
10,8,0,1,10407,1982667874,397167404,661278977,625321150,164082269,-827517988
1,9,0,1,10407,-1298439711,-1990904666,1133008909,-1756774621,533422158,-743096186
2,9,0,1,10407,-425685307,-1825259854,188990754,492818819,-61737293,-1438287009
3,9,0,1,10407,2023644830,-968290663,-509598464,264930751,1692457972,10785686
4,9,0,1,10407,175290599,1482369643,1764423178,-1324492312,-521405590,451000794
5,9,0,1,10407,1970006798,267867101,1337552241,1825605955,-251176014,1154330248
6,9,0,1,10407,1178106410,-1474123416,752544382,771743170,221474190,-1794203670
7,9,0,1,10407,-577581144,-618429836,-1015517403,1854471869,1665378177,-733229183
8,9,0,1,10407,874131059,889416300,1686119641,-875716971,1357907507,-853903772
9,9,0,1,10407,-1745109506,-1375544649,-128488185,264268540,110065861,-692574447
10,9,0,1,10407,-1839534914,-167173181,1741539524,-1076190306,1772628581,-1700428103
1,10,0,1,10407,-538107036,788844726,-1201379497,1229312139,1197988144,1511176122
2,10,0,1,10407,1282324565,-1723495418,795611821,741644972,30800613,-820897824
3,10,0,1,10407,-307665191,-783978725,1672981391,-1528837857,1830147329,1750501484
4,10,0,1,10407,1322109754,-1874378781,-808126102,1911527838,1427079759,917705743
5,10,0,1,10407,-199131469,-738998837,2119753057,1507008919,-1979082391,2040308275
6,10,0,1,10407,970382383,1360654750,-320338187,-1180958499,1955520486,-1989915917
7,10,0,1,10407,468876152,566290071,1851850643,514882494,2114440367,-1242765493
8,10,0,1,10407,-378995938,-1265334412,-855277474,-1996494840,-1122388138,750862501
9,10,0,1,10407,-1227494083,-1955153600,539994766,-734356197,1821746572,1368938572
10,10,0,1,10407,1705687068,-328183530,-1439674068,-1607584273,551216256,-588099038
1,1,1,1,10407,-390340475,-1230184646,-1911243430,1039297613,-1009537179,-576229155
2,1,1,1,10407,-75298735,-322859501,-1571590262,2044191750,1615575757,-1415513004
3,1,1,1,10407,-527516081,-208035720,1406416710,1249716305,1072386886,1332737451
4,1,1,1,10407,-1745755133,-366231044,-2145943279,-485286161,1233769298,-1610461879
5,1,1,1,10407,-700041649,-937506015,1871244518,-210510322,1952117871,695984564
