"ialpha","ibeta","ifold","irep","seed1","seed2","seed3","seed4","seed5","seed6","seed7"
1,1,0,1,10407,-1653475366,-709653613,-898614344,178268761,-826184122,-775627761
2,1,0,1,10407,2053946672,1239209429,-689852630,-339083684,-992788896,1902068332
3,1,0,1,10407,1200832120,223489163,-1204842014,-665342161,1710390629,26336404
4,1,0,1,10407,468991521,725407195,803990740,-215810743,-985853302,-1200848915
5,1,0,1,10407,760895941,585944231,1220059351,-215961787,796772082,582761886
6,1,0,1,10407,-778810507,1606322905,-397856027,-1710892577,-583271696,-58531201
7,1,0,1,10407,-1169748836,1508048937,-268311184,-1590217723,24414185,1912887836
8,1,0,1,10407,-1585308082,-57809684,1901837637,1351550475,1211550984,976654474
9,1,0,1,10407,1194752579,1395242527,408226539,1917912798,-189060734,-1831980837
10,1,0,1,10407,643328574,-986109992,-1163095167,1822356506,-1031145627,-375702388
1,2,0,1,10407,671817110,-2056857516,-1982420023,286890084,1008004025,916138713
2,2,0,1,10407,1141416984,422818766,1498002634,-1587903867,-1448762957,-1418526448
3,2,0,1,10407,888473615,-1454294120,744169579,1713171318,-766665609,-702747217
4,2,0,1,10407,-1961728532,1372353020,-1218332354,-686018197,1291953031,70907786
5,2,0,1,10407,-95299006,1801757731,-1378038094,1506047664,144173941,-430707919
6,2,0,1,10407,383699388,295000745,-1769851323,-1922978058,210219156,-491645292
7,2,0,1,10407,1900805463,1773598026,-1590199543,839026268,-427710912,-77913817
8,2,0,1,10407,-1939467363,-149263270,-1307845981,-31898065,-1639031013,1147464741
9,2,0,1,10407,-326180510,1748299620,1103457109,309000635,-1363141229,-701119154
10,2,0,1,10407,-2029917553,-1320171835,416827993,-1333320620,1014946243,889552766
1,3,0,1,10407,894797657,812271873,1993140589,628333191,1408488821,506640576
2,3,0,1,10407,301416481,552296832,1098902763,-285433614,-1033463155,1261393470
3,3,0,1,10407,1189600765,-1436944298,1753062715,467767976,790006798,-540284360
4,3,0,1,10407,487010163,1711342526,-681382594,-1948646269,484141938,-919368705
5,3,0,1,10407,-345292002,1516396617,1194972799,-81853267,1068527041,1612242593
6,3,0,1,10407,-728211518,1699005733,108548933,-585597024,-1524571777,694693380
7,3,0,1,10407,426147460,798345009,-552565232,-845994622,1574815097,1033426337
8,3,0,1,10407,86883450,-800594840,806963645,1788302482,1391135655,-215677478
9,3,0,1,10407,1659535196,-304354876,797598509,2073798629,-1500721943,-2058686462
10,3,0,1,10407,571794771,-276702659,-426164110,346234850,1117139011,198856853
1,4,0,1,10407,-1366782133,-315839336,-668875531,1755818123,-2126750558,-323684276
2,4,0,1,10407,913612662,-270109341,253644182,-161680729,-828436858,-603745429
3,4,0,1,10407,397340599,-1622769299,1318819619,-407322617,1091685180,-661086456
4,4,0,1,10407,88356097,870127259,36520345,-1498429623,1884309334,1064271644
5,4,0,1,10407,1267060350,-1708684664,2096760880,-620748111,1397239059,1828657731
6,4,0,1,10407,-735883374,-774569018,-1200378917,1360734126,730234281,1989261426
7,4,0,1,10407,-897555357,-1614206087,-459620720,1443174549,-1332131624,59909668
8,4,0,1,10407,-538539465,417635575,-1333498607,-1544376621,-319848496,1659742248
9,4,0,1,10407,165242725,-1850589739,908764268,-1061596696,-1905602604,1455852288
10,4,0,1,10407,1471305234,-707042121,2037146558,-1348372363,-1249651886,774814677
1,5,0,1,10407,-1442572420,860641119,-684541971,-1542633957,-1102307774,1199980866
2,5,0,1,10407,-525613829,-1443212562,1023699854,-1322403595,27444179,1387227052
3,5,0,1,10407,-78363305,951076831,-1516538280,399039297,-325319195,-1881537960
4,5,0,1,10407,2091637082,-2040662012,-640602298,114269585,1558724630,1163453078
5,5,0,1,10407,-397638097,901280693,-1565797487,1076411627,375644576,-1313289505
6,5,0,1,10407,531561566,-207456453,79080481,-1971373162,260971409,324173305
7,5,0,1,10407,-1882686054,-1840547152,-284176647,60802432,1185324305,-17370047
8,5,0,1,10407,2113973179,582318686,1283272672,254436361,-1862947158,-1147062986
9,5,0,1,10407,918317835,669235246,-1739316684,-1263371366,-1636051024,-772463503
10,5,0,1,10407,-961973454,464493593,-690566891,-1269581164,140724164,-772940975
1,6,0,1,10407,-1756253867,-1759737398,2082733819,1613903817,73548727,-1826540267
2,6,0,1,10407,936426767,912366893,-453318600,1689260458,-262373852,697328019
3,6,0,1,10407,-983582180,-1672559506,1051548843,199444696,-897975197,-155778620
4,6,0,1,10407,332190561,-1983986936,-1630117550,574647266,621023941,-943304887
5,6,0,1,10407,-1208914907,-2141603630,-1021192012,-950385397,-265800937,699838445
6,6,0,1,10407,1849067253,1270594427,463020736,1240371099,875579758,-1641104460
7,6,0,1,10407,-875970364,758990971,-1896382662,-843169771,-1372432520,-2065501501
8,6,0,1,10407,1636034620,-1477419149,1584716725,-2033922799,1689434193,936930952
9,6,0,1,10407,891523824,808772600,516697083,630813263,-148235643,461307738
10,6,0,1,10407,1167473746,1103417442,-305922370,1345875500,-970580672,-62255753
1,7,0,1,10407,1438138135,-239345049,2134394677,648662178,635877135,835225139
2,7,0,1,10407,-804100285,-314964125,-216986928,-748190014,1409528825,-175200896
3,7,0,1,10407,591305891,1876116460,-1174513127,271976985,-1649732974,-914089712
4,7,0,1,10407,1957482705,-1465643512,1113053648,-2012896201,-1165438872,88337236
5,7,0,1,10407,-1350275086,-485615929,-1284827747,-2137976104,61095772,-1553574852
6,7,0,1,10407,1440869101,-1089024214,670337650,-439371541,1527444498,-1321687030
7,7,0,1,10407,-1437917464,-98075158,355970960,-1041461016,-1719972438,790214401
8,7,0,1,10407,726489071,1436082314,532198530,1889630285,-2040679191,-394876847
9,7,0,1,10407,-83376994,-94029096,-754894901,1582729203,-1718212738,1964177111
10,7,0,1,10407,974062251,-1198436648,-1572765355,-837695163,1958839806,1274866748
1,8,0,1,10407,-2121962066,-11296294,-1521326475,-233857238,-2324611,1919187690
2,8,0,1,10407,1208182836,-371008038,-914127667,-1787426271,1266908897,1671621059
3,8,0,1,10407,-1265983898,452623877,1660840853,108258660,2037321927,1263631720
4,8,0,1,10407,2046907048,818066523,217126807,1498255597,-547243442,-1631001992
5,8,0,1,10407,1635479280,-1267679355,183639249,1613092318,1972039008,2071731428
6,8,0,1,10407,1689230507,450464828,65913058,-699388070,-140364731,176309715
7,8,0,1,10407,-1599731165,230750797,-1378095598,-807019366,-2034987511,-1085001943
8,8,0,1,10407,-780889495,1268614763,-1775394849,-841612372,87250195,1010597567
9,8,0,1,10407,-939509738,-18946974,1862549825,-110883613,1068613562,2023980710
10,8,0,1,10407,-616571550,661729880,1785674251,1710848676,1586600257,-379003423
1,9,0,1,10407,-1138268228,1297067882,989234160,747419241,-1159066609,1812306062
2,9,0,1,10407,1440569192,1368444906,-1478622642,62313047,-438805892,448770259
3,9,0,1,10407,642969045,-276038256,1996882063,970616218,1086046444,-1928475260
4,9,0,1,10407,632125897,-1568507201,-244107787,1460049601,-1095732637,1236411938
5,9,0,1,10407,-1212714706,-834586052,1659392482,1853198821,-1696259559,-777307705
6,9,0,1,10407,-753518464,-1634774716,-1677546251,2057594489,-1338599942,1438729256
7,9,0,1,10407,-902897826,716846808,820668140,-1415731279,-718109618,-1657609468
8,9,0,1,10407,-919997755,655654097,579146187,-1732308914,284739682,-742235050
9,9,0,1,10407,-27486292,-133717710,-349909567,319013264,-412147170,1357710815
10,9,0,1,10407,1965727024,319182338,-677755141,-1905601853,-2140213220,-830806642
1,10,0,1,10407,-410345053,-359295029,-1855217910,619756107,366184137,771227666
2,10,0,1,10407,-726208149,833144494,-1635718152,1023345167,-972050378,-848739596
3,10,0,1,10407,1646059547,1287618665,-1065620121,1497610419,1024751128,1422042881
4,10,0,1,10407,-1142571354,1857984575,-615303234,-1537253902,921584419,791357982
5,10,0,1,10407,-1714496016,-139827569,868270832,427772345,-1672396411,74546422
6,10,0,1,10407,385288906,1148142472,1244147585,-867422883,1713892841,1360046667
7,10,0,1,10407,-380400012,1985681634,-728308322,152808906,-1564141341,-2067432933
8,10,0,1,10407,-1688916403,754390019,-1739260289,937438293,-1975587473,1994815528
9,10,0,1,10407,-1989379311,739366931,2065899658,-1313325336,-572414009,-2060801505
10,10,0,1,10407,1680973475,-1390429906,-1335130054,439421587,1357144694,2113480744
1,1,1,1,10407,-418019250,2119240273,-742691329,1133807867,-809653944,1518657230
2,1,1,1,10407,-1021009706,3806556,1936563466,-1945796185,-289621349,1280408420
3,1,1,1,10407,-1581457863,-972839246,-400458767,-859940613,-996241444,99321403
4,1,1,1,10407,1210685933,-1049408930,-869163933,-1986131787,-403865678,1421772435
5,1,1,1,10407,993011046,-1641382998,1116429115,1292120620,-408754404,2040046969
6,1,1,1,10407,1967109799,-1969191925,1596667914,-729755327,-1524345323,-1639414656
7,1,1,1,10407,-15235417,1531391305,565400864,859465905,649058046,-636205076
8,1,1,1,10407,-1034161566,-2100836745,-624875856,712307620,-1928611244,1746312236
9,1,1,1,10407,-387329445,-426316226,-1903949549,-1927620012,-1488220204,-1668861482
10,1,1,1,10407,-746116952,875701565,2142539109,-621905766,164982846,1832943446
1,2,1,1,10407,143027941,-1878393707,-885765103,-1078903282,-775681688,-975923949
