"ialpha","ibeta","ifold","irep","seed1","seed2","seed3","seed4","seed5","seed6","seed7"
1,1,0,1,10407,1719602640,-1790861423,2050499614,-588746233,636791452,2083687149
2,1,0,1,10407,1190202663,413220629,1162141651,-280644750,1466691452,-1554328509
3,1,0,1,10407,506549639,-1584658446,-931689338,-1021810062,120202138,-1718749347
4,1,0,1,10407,1185630210,-2028111468,895086264,220149513,1085556354,439137345
5,1,0,1,10407,-1836044752,1156403110,1001949443,662808776,-1748236345,-1874251069
6,1,0,1,10407,1527974387,331136846,563476734,1611077333,-780740567,-643265456
7,1,0,1,10407,2009734633,-1344196193,-1836910313,-394432600,-1429851906,-2026964146
8,1,0,1,10407,897259666,746529346,-1851662904,-834362102,183125425,-1344009001
9,1,0,1,10407,1599248972,1718185935,-307743436,-234892182,-725651300,-1130506560
10,1,0,1,10407,-860502062,540972178,1103863634,1458879920,-702257712,116505945
1,2,0,1,10407,564681623,-1566217078,447102166,283750088,-1855122888,939116887
2,2,0,1,10407,577712944,-710340926,568790421,-2082957652,2074145317,1352217329
3,2,0,1,10407,1305963932,-453191943,-1803153240,541485681,-1622492511,-1285629730
4,2,0,1,10407,823940769,501930640,-1305715063,953283363,38717413,-1327476027
5,2,0,1,10407,1641252455,34470055,-70407051,126225562,-414090706,920723228
6,2,0,1,10407,-1734836451,1987486947,-421318593,103747837,2036931949,-42259191
7,2,0,1,10407,-655881507,-1086212643,1081561122,-662537098,492672645,-1795012980
8,2,0,1,10407,-1777108052,-792357318,-1028008937,-826932409,-1163260568,-370272116
9,2,0,1,10407,-2028247897,-2046878092,1962012578,-2018630329,-1379133264,-1970162689
10,2,0,1,10407,-1269393501,-51953824,-735367999,1543022889,-1104275064,1135555621
1,3,0,1,10407,-1975514215,-1434073761,1234262106,-1420757070,-1194244669,-1383955338
2,3,0,1,10407,1267990970,911492163,-1341255206,1510160041,-948773641,1228378287
3,3,0,1,10407,-1781259182,-1505885624,-403067604,1792449282,-311742930,1104940678
4,3,0,1,10407,-1670247845,-707561222,920523442,444532790,1552194477,2087525997
5,3,0,1,10407,-562600088,205730364,1390369087,-946752975,-251123773,715239767
6,3,0,1,10407,-516042352,854049731,1982456966,273044227,1920395295,1035281675
7,3,0,1,10407,-515443407,1613146109,-858083718,234464277,1291993457,1544935295
8,3,0,1,10407,367348529,-593195545,195249701,2129317766,-2082589284,-618500753
9,3,0,1,10407,364449173,1942454720,699376314,-173883752,1450744622,1874950344
10,3,0,1,10407,-1425371138,138990237,-263169670,1532832215,1139419510,-1742223259
1,4,0,1,10407,19981863,1291084641,-1382358174,650191277,-1911866684,-1876367691
2,4,0,1,10407,-2130919857,488962655,2105817593,2068705853,-1746229330,-346206967
3,4,0,1,10407,-1914697325,-811300845,-965989152,1369564,-644294322,864046344
4,4,0,1,10407,-324170279,-733474143,-610044115,-88993893,1041588043,1158884993
5,4,0,1,10407,1350614561,-1727017980,-1401778562,1420318746,1173237940,-31473713
6,4,0,1,10407,-1163226962,2073254166,-1799625923,-396501819,-1242025027,-572739045
7,4,0,1,10407,-1955982863,-692767223,-1119847500,837709917,-927655264,-1224245375
8,4,0,1,10407,-1296038776,699475586,-577219486,-1849732703,468275522,-1396260957
9,4,0,1,10407,-1725819547,1102890216,825944449,1415942410,482037401,665477180
10,4,0,1,10407,900826180,-1579501408,-2067095981,-853463794,1493935738,1699969457
1,5,0,1,10407,568623247,-160723540,-260340636,-729623354,-1257144614,-1475985946
2,5,0,1,10407,-1729365986,681453766,-1604831916,-1164551639,1458112001,-273862081
3,5,0,1,10407,1060421850,-1113810263,855874501,110462362,-774065549,-1451033952
4,5,0,1,10407,-1112980955,1701745954,-145006224,-506921764,862268745,2084593454
5,5,0,1,10407,1204483617,-392666826,996882833,1804772340,-1481695567,-102611275
6,5,0,1,10407,-1011725638,1201140618,-1616223772,-466971043,235759723,-1944696490
7,5,0,1,10407,782103331,-419714430,1029627658,1396288186,1248183186,-1806357336
8,5,0,1,10407,-322144406,-25100846,-925020876,2091013094,1081998179,785024698
9,5,0,1,10407,104035275,451115789,-928435838,-254624001,307317441,1215399795
10,5,0,1,10407,-1469523525,-227852283,-197078336,-1686186787,-241769127,1258384365
1,6,0,1,10407,1422737347,637867616,-1740449738,-60024310,1055116617,-626662857
2,6,0,1,10407,-468440397,-116407421,-1569561086,-1190405343,113065189,1136094493
