"ialpha","ibeta","ifold","irep","seed1","seed2","seed3","seed4","seed5","seed6","seed7"
1,1,0,1,10407,-1351905391,2130531358,-499129849,1302944412,617839341,-1249609526
2,1,0,1,10407,-977191672,1358335173,-1046560041,2127219030,-426760205,-621807120
3,1,0,1,10407,875645302,1524071401,693685319,998892367,433977964,1602071922
4,1,0,1,10407,-1488804845,534333079,1512284036,1871499170,1249192024,1489103610
5,1,0,1,10407,1417230621,832387380,138844409,1258351308,983829287,699216020
6,1,0,1,10407,-163003943,13655286,-515588054,185002648,-884612917,-1937970731
7,1,0,1,10407,-1963718440,-1344442735,1254541102,64421960,738494997,1376755614
8,1,0,1,10407,-1047341738,-607219474,638184126,-330158977,-366013347,-494270267
9,1,0,1,10407,1079206895,-448875574,1025981900,510810249,1930847344,1281459023
10,1,0,1,10407,1236682899,-1070791263,1916031710,950777099,1808038595,1188329164
1,2,0,1,10407,275105841,-162127950,520136440,745610504,-203388830,1947118194
2,2,0,1,10407,248005829,-1195840460,-797241046,1077953179,-1793999894,1190838727
3,2,0,1,10407,398247413,1929771048,-1441352737,-1116082499,-1607092861,1434174787
4,2,0,1,10407,-1540307696,-1050607906,-106541121,691267251,-482096250,319498161
5,2,0,1,10407,876161444,-1016537793,1990959004,444986759,-722557109,3909930
6,2,0,1,10407,-428598662,748830811,989116135,-676246400,1414417959,-239253627
7,2,0,1,10407,1464091411,416674891,1765820385,-1159475716,-2069976299,-1787270171
8,2,0,1,10407,1946964680,467899332,321631649,-2015792146,-1583819702,-20300674
9,2,0,1,10407,598446989,-1648012826,224213713,-780878734,1085388170,801448148
10,2,0,1,10407,-1480956651,-553654713,-594046737,-100117057,1602610383,-886998458
1,3,0,1,10407,-242843434,-928963381,-1735121339,-1462108034,-2135628569,-1423471063
2,3,0,1,10407,546265300,933590051,333900737,1473164511,-1857632268,1908070432
3,3,0,1,10407,2145739073,1255845920,-437072867,857178838,-593807223,1651323955
4,3,0,1,10407,1269594974,-2109871844,-1680724524,1037951806,1427034359,-851491533
5,3,0,1,10407,-2056050518,-881694325,634894047,1240086943,-1322125905,674744657
6,3,0,1,10407,-879751649,1942184295,-488085492,-734852727,-53193852,171241008
