"ialpha","ibeta","ifold","irep","seed1","seed2","seed3","seed4","seed5","seed6","seed7"
1,1,0,1,10407,1099997541,2053660386,-1320717061,203713536,-22643711,-610379314
2,1,0,1,10407,2119310654,921501390,-1336736630,1081704394,-2125096633,1271546279
3,1,0,1,10407,-417415949,-437556007,-386244736,-732840778,967055229,1894845815
4,1,0,1,10407,-614680184,-161539276,-925288481,1956017248,-2019458947,1454028139
5,1,0,1,10407,-220313719,-1102501590,-365100807,1311913290,309221979,750946597
6,1,0,1,10407,1902355821,-1448681495,-1701784400,-1060919864,2012757748,-297171363
7,1,0,1,10407,1826759093,-183033918,1106513231,-388009640,-2140271156,-2015976668
8,1,0,1,10407,1021459623,79876714,247205448,540015621,1193008380,86852152
9,1,0,1,10407,1968302838,-654735751,1530558634,606024204,-1541025429,-2098092396
10,1,0,1,10407,1765447644,-412006345,2023654758,-1079700378,-1164989569,568196489
1,2,0,1,10407,1034145025,1865835736,1177666838,1617753731,-1424466178,1787098833
2,2,0,1,10407,692169508,632972752,-438131412,-916922120,-1548755245,608382769
3,2,0,1,10407,-325359564,1045103027,435074379,-1616021336,-544518953,732961302
4,2,0,1,10407,-629767921,1237160069,-1887058573,433020037,1602315433,1364679831
5,2,0,1,10407,1431199967,1762140217,-444680668,215564992,564416180,-1891726864
6,2,0,1,10407,-646093167,-267067521,1780914775,1529414175,-2031772105,1797803596
7,2,0,1,10407,1850475119,1639043165,-1471697237,-1434184070,472716743,589548644
8,2,0,1,10407,1661898117,991805162,-436184224,410353056,1632009763,-201905493
9,2,0,1,10407,542295324,-257970500,840241562,1887737335,1537174622,-2058526143
10,2,0,1,10407,-2056404698,-1200470042,-1424768391,-124412568,-1171442844,-492860370
1,3,0,1,10407,-68543817,1331554156,1926545830,-1482309546,-811743702,1917061518
2,3,0,1,10407,-135545614,-964323353,-1337653997,-96766030,1511332380,1204015826
3,3,0,1,10407,155166547,-1069971071,801917936,-442284063,-1544205801,830277584
4,3,0,1,10407,-1168479970,1480050847,-1934500984,345955570,1202609482,139007026
5,3,0,1,10407,267791464,255913414,-868003306,-561412189,-2073191581,1647991839
6,3,0,1,10407,1792371725,278186827,-2017639664,1472458928,1425240170,899499136
7,3,0,1,10407,709498688,-645647811,2019046421,-665134328,-790576755,-273734924
8,3,0,1,10407,-915104754,-121919539,-1392037439,-149844457,-447756247,-757584132
9,3,0,1,10407,435923126,-623697073,306367512,606147783,-367709656,-291056418
10,3,0,1,10407,-502166726,-985772203,587204089,1082467633,290759752,1447727385
1,4,0,1,10407,-566079220,1417241653,-1592435341,1404535867,1835460657,755317333
2,4,0,1,10407,-448445135,-1733721360,1139136960,1652174434,769035902,808959558
3,4,0,1,10407,2121131808,1269257566,-1006762747,-2057213688,1821267861,2146238775
4,4,0,1,10407,-301557301,-908959915,-1795238155,1270492246,1334707814,-271673314
5,4,0,1,10407,278376690,-1518630365,-1760929338,-2025751566,1252103143,-1598957678
6,4,0,1,10407,-294939345,316769839,966880619,1081673956,-1592732737,-2065164594
7,4,0,1,10407,1924904993,-1691113058,-2015427154,2018640649,781041408,-153628247
8,4,0,1,10407,-343002968,356650484,427630100,-477193635,-373507777,-1371361266
9,4,0,1,10407,-788160135,1751556548,-2026603654,1487951469,1110961945,2117447523
10,4,0,1,10407,-1667346247,48891924,-1786540195,2111050563,2039908780,1045047895
1,5,0,1,10407,1476917565,531728872,1743712705,-2049891759,1662040330,1120371269
2,5,0,1,10407,-577157059,164053320,1930571345,1832231636,-220301062,82025373
3,5,0,1,10407,1793748690,2088600461,-388359927,1110095346,-2124718798,185813290
4,5,0,1,10407,486713303,-261764178,-1249037637,-904268698,1760191109,-1584860515
5,5,0,1,10407,-1149662056,-187265403,723781156,-2097344054,1349745322,366955715
6,5,0,1,10407,2136460407,-91524797,-968190663,-1093522159,2036290835,654761541
7,5,0,1,10407,-347810222,-51193868,-959084389,791384613,-1750713073,1282976564
8,5,0,1,10407,-1311877137,70090451,1615169103,1721719850,1220479441,-1811040328
9,5,0,1,10407,1503352388,-1105727410,-2099510689,-501386320,-368395948,-1608348427
10,5,0,1,10407,-1775806956,-2140487109,-72338140,760275376,-2086393,-1417110633
1,6,0,1,10407,-636060996,-1567767223,169740839,-1446891534,96357964,-1813465648
2,6,0,1,10407,836473843,1699641841,-1340252460,-1962483424,534890072,-2132979400
3,6,0,1,10407,-1500998174,760833723,1410179227,-1188672453,-21394462,-1674112724
4,6,0,1,10407,-1209809523,-943152112,-1581702587,564237437,-607758982,671077302
5,6,0,1,10407,2011196843,69006521,400321361,1791635095,1932348890,-216670922
6,6,0,1,10407,754703663,-1972359452,1593106303,-188435252,894086730,-1101675343
7,6,0,1,10407,1489513257,958614940,-747368586,-369658160,1058359804,1547106998
8,6,0,1,10407,-17219758,-1827898890,-335634625,1219274282,880449764,-1398961680
9,6,0,1,10407,-1491734311,-1526944043,-418056772,948434522,-1156488865,-1741041968
10,6,0,1,10407,326219910,1792499049,964477966,-1134668415,687084879,-104693794
1,7,0,1,10407,998391552,476271297,-1754581572,-871633974,-954708871,1365936130
2,7,0,1,10407,792597120,-1953425435,-1588629356,1869974893,-1844858778,257065008
3,7,0,1,10407,-1612896142,-590584632,440131967,-1501007678,727091968,-1906008657
4,7,0,1,10407,-2080483596,-1628590681,-1087205132,-52951898,1193340462,1882969581
5,7,0,1,10407,-1183006035,-1933810836,1842148064,-121506094,-1657702748,-1413981666
6,7,0,1,10407,-1495131893,-440521656,793842182,1597569677,1412072796,273786085
7,7,0,1,10407,1857039380,-2016296918,991238512,-642213635,-1065166746,1722023224
8,7,0,1,10407,1342720414,399400621,1428051437,807281481,2027226848,-1849772061
9,7,0,1,10407,-742151349,-135875550,-1313216398,1233440726,2146726468,822966039
10,7,0,1,10407,618547623,998844850,750501141,-560599688,-1800346665,461627190
1,8,0,1,10407,403259528,405810345,2146077637,-1373931352,608719320,-1065738014
2,8,0,1,10407,589261672,586960525,964908237,-234823428,-2132646119,549550141
3,8,0,1,10407,6321689,2018241068,-1648514134,-1455789328,-2064563051,1520798501
4,8,0,1,10407,2137149252,-1322820348,728523570,-1928851286,2069423311,95817532
5,8,0,1,10407,-165582661,-358598249,1852009347,1652182670,-531877425,-272525992
6,8,0,1,10407,185175056,1503350213,1104813836,1214236367,-1903935862,-442262875
7,8,0,1,10407,-1823175833,209342520,1845367377,-344203200,362973564,1977572122
8,8,0,1,10407,669411028,1266584850,487968534,1651245404,621468466,1526461673
9,8,0,1,10407,-1516214449,-1800126583,666338536,1250984915,-1726767105,920767276
10,8,0,1,10407,435115743,1984827800,-155521696,-704476505,-373563031,-596928964
1,9,0,1,10407,1229881796,50011960,1945770260,-1943635235,1329821998,-1440330319
2,9,0,1,10407,427117023,-1914233130,329270050,1059467719,-322090353,48489934
3,9,0,1,10407,1829458186,1819025833,1796503131,-1161686335,-857096299,1840355969
4,9,0,1,10407,903540346,-749651572,390679955,1551927604,1543366726,-1282335040
5,9,0,1,10407,1303731598,-1742236974,-1623886693,897169436,-531493535,1510890541
6,9,0,1,10407,-1646099262,540595884,847850900,-142859913,1236539138,1532731017
7,9,0,1,10407,1395807515,737432108,-1140448408,1488787455,-64488484,1559597091
8,9,0,1,10407,1325116868,-11743675,-307535239,736349372,1308218044,1742913319
9,9,0,1,10407,-641641012,1803930446,-49106637,105602734,-1730518786,422866428
10,9,0,1,10407,1871814222,2112283630,-845797958,1754443067,960202616,-1243735664
1,10,0,1,10407,5749392,-950230,-1254564704,-193105020,1844341150,67925569
2,10,0,1,10407,1167692777,-2061200377,1107419376,-1570175567,-1189868406,2021767847
3,10,0,1,10407,1552949618,1047958535,-873294800,-1337083218,1294066847,879273688
4,10,0,1,10407,204017928,-1116441617,-640175884,-346904191,-1923689497,-167751963
5,10,0,1,10407,-2047737705,-1915866013,-85269880,1322329662,244167117,-1832548229
6,10,0,1,10407,336551370,954521816,-1684504929,-35616678,1441878400,433174533
7,10,0,1,10407,-1937779886,-1455967501,-857738604,1987219991,-119903477,40279804
8,10,0,1,10407,-198186369,175209603,-1532620754,1405512876,-1402220869,-553133892
9,10,0,1,10407,920949299,1065929131,372434372,621613924,-1610988780,128211573
10,10,0,1,10407,-1668923047,-530680391,-138001026,779047477,-1856091215,796073295
1,1,1,1,10407,1046124703,-682918542,-1542669911,1374338055,1091903266,-408461705
2,1,1,1,10407,222166586,1565372624,-1044502873,211357357,1812505260,-1164988105
3,1,1,1,10407,-876946074,-437495678,-2132431353,-1224845363,1377273959,1411952446
4,1,1,1,10407,1316772804,-390892355,202740217,-352822328,303859832,1195515754
5,1,1,1,10407,-871265707,-1468262658,1535646805,-523303444,-1391705142,-1069240452
6,1,1,1,10407,-1776759801,705264066,-1747770346,1072242897,887378514,-1785504323
7,1,1,1,10407,467240014,1762312481,1844204937,129947709,419440986,-1580322057
8,1,1,1,10407,906738375,-252199330,1027992789,595167030,-1766799304,419212860
9,1,1,1,10407,1273889039,-1130487221,1524812469,-13832129,-560009718,-942479120
10,1,1,1,10407,1402850647,399478240,-539861915,-523405168,828517062,867942659
1,2,1,1,10407,1024317397,-2115170622,-1812986228,1771619986,-510976494,-160966177
2,2,1,1,10407,1249616463,-1598475430,534571096,-55650597,1485617445,-99552475
3,2,1,1,10407,1373072628,179267423,-1616082575,741033287,726737716,-1068757802
4,2,1,1,10407,-2028101748,1561659907,-62065173,-1148789473,-1155919244,-532122393
5,2,1,1,10407,789724482,-1323023444,-1257330299,229021377,-1383272079,535719624
6,2,1,1,10407,5465143,-1136742063,1889395610,174056289,276767927,50313906
7,2,1,1,10407,-138073749,-540745471,-2076804434,1885842801,2011965923,-2098204967
8,2,1,1,10407,651615746,-1440015464,-1542317903,1251658272,842585980,974344739
9,2,1,1,10407,288704589,2023544118,215058540,-5110574,472467662,1368432501
10,2,1,1,10407,1777096061,1455552293,-1099570013,-510143358,1276678573,1795051079
1,3,1,1,10407,-825489411,996642374,780481289,-2092794720,-1192112161,-496367145
2,3,1,1,10407,-1430298158,18554705,2077336219,-1678468290,-631163998,1583263678
3,3,1,1,10407,-1959560568,-2035105165,447574278,466600361,1010800936,1972892695
4,3,1,1,10407,1759594181,-110272728,1001567747,1524684754,1011770396,-998012538
5,3,1,1,10407,833446042,-567261311,2094429476,836990723,27171735,1582095087
6,3,1,1,10407,-22291137,1203875575,-924634603,-12314909,-859916294,1518060384
7,3,1,1,10407,-1054186401,-165311582,1143473776,1618824731,715206541,1931828242
8,3,1,1,10407,-37903914,1303212813,1174378499,-1231817691,639032294,260105429
9,3,1,1,10407,238176967,2064850387,772810034,973840863,1376603355,-744106856
10,3,1,1,10407,-1144944177,199832844,-29154535,2082411389,955639039,1681664488
1,4,1,1,10407,948836023,-1085882217,-734848674,-136327202,-1690621734,683393126
2,4,1,1,10407,-887284460,832771500,955874958,693249226,1236234973,1620888862
3,4,1,1,10407,-1418423801,454902605,417888050,331751463,-2146185555,54026939
4,4,1,1,10407,-795059599,-1674362969,752782885,206031150,1629672450,-1917828671
5,4,1,1,10407,-1060944470,-1987833558,-1782565313,-1478702014,1826690208,1434444036
6,4,1,1,10407,1561029325,1869650354,1254083352,-2093184916,-792350602,-377646601
7,4,1,1,10407,-105194693,1745451383,929933283,-1931078492,-2027830689,1488470564
8,4,1,1,10407,-530858940,410339150,-85684160,-1535747702,-1207268122,-276785359
