"ialpha","ibeta","ifold","irep","seed1","seed2","seed3","seed4","seed5","seed6","seed7"
1,1,0,1,10407,1328837500,-1973828019,524465322,541150755,1936087304,-192760983
2,1,0,1,10407,-929764925,-26126601,11132802,-598839573,-911815831,-188225292
3,1,0,1,10407,1309086175,887754462,-1558867645,-626464967,1572646361,1253311327
4,1,0,1,10407,1909366323,893633375,-652197498,-510300671,-743412400,1258297997
5,1,0,1,10407,-810632265,1921181285,-187788206,1686923887,-1838176206,-551158579
6,1,0,1,10407,-1101478900,-286773653,-153742616,-1364856861,1876001969,807298869
7,1,0,1,10407,115174497,-26673664,2115093569,-660392509,659984186,-2113493441
8,1,0,1,10407,-1329742955,1016280344,1719506237,739092737,-1744025658,1329715945
9,1,0,1,10407,-67601,-1356293008,240021382,1585770141,898000791,-215587705
10,1,0,1,10407,206046380,1600884309,-641159600,1805252631,1191559990,-35234272
1,2,0,1,10407,-2070546839,-905638694,1504051911,1204161621,1207497245,-1214243339
2,2,0,1,10407,-167322271,-1250883617,1489359041,-1627192532,337004269,-369000667
3,2,0,1,10407,1965690789,504570937,1091399574,-337043035,-1907297381,-1943175828
4,2,0,1,10407,-1164872405,2070599625,671124496,-889631243,-865295913,-1607250411
5,2,0,1,10407,-1440649911,-463777930,-1873631453,-1876073321,184173400,1045181756
6,2,0,1,10407,-503480378,-1884962920,-494422052,932195707,720820723,1435063699
7,2,0,1,10407,-912193377,-1437683050,-1132731770,1994576586,128846664,1090742378
8,2,0,1,10407,1079717743,-1837848784,819540214,-1678402571,1859349553,1531120523
9,2,0,1,10407,120020364,-1559889288,738793668,-881417908,-537661170,275799851
10,2,0,1,10407,-892390164,-955517630,1123173943,-1000297865,1888726673,-257137854
1,3,0,1,10407,-215759326,-1887311146,1733089316,291941810,-637256346,1513964887
2,3,0,1,10407,858825985,-1751257638,801586240,1844693558,262449410,955653022
3,3,0,1,10407,883807156,763060948,-504107618,-1695577759,-1298474069,608086073
4,3,0,1,10407,111647471,762140790,-1543043491,760410505,973754622,243625818
5,3,0,1,10407,667906868,-269217830,1566411215,206095612,1776546044,-311337881
6,3,0,1,10407,-1088301004,-386208022,1058113065,-914414236,1017363901,903117306
7,3,0,1,10407,1419639413,514890314,799869991,1344060892,1850342858,1385909818
8,3,0,1,10407,678598456,737055784,276219711,1847864190,1135179735,-1865233250
9,3,0,1,10407,333287344,-732949482,672400763,-140399039,1621714104,-1973106351
10,3,0,1,10407,266143073,-822185521,-136421482,1075373470,-173061067,-232024594
1,4,0,1,10407,-1884273532,1299876737,52601734,581847612,-1654071710,997017053
2,4,0,1,10407,2137826434,1304102235,101580155,1000235436,-1388550087,957156342
3,4,0,1,10407,-136695628,-7834250,-193134972,1121178656,-131392899,70206950
4,4,0,1,10407,-279609590,375167705,-2113303873,1912939827,1930260439,1977912882
5,4,0,1,10407,-1071220017,2049810534,-499053452,493248852,-936880139,-1582111518
6,4,0,1,10407,-1933172311,483522383,924651036,611199679,1491167744,6363697
7,4,0,1,10407,1600644596,-1040668800,1141702154,1902105275,772061694,2095421836
8,4,0,1,10407,-359379580,-1509020868,1018992532,-1539319006,1123851509,-951802024
9,4,0,1,10407,-931575287,1987318837,-1119257071,-218772745,1378389702,2134304307
10,4,0,1,10407,654419658,769509151,1062884493,-1252587583,-868191669,1882618283
1,5,0,1,10407,293544634,911077813,1833945444,1202334524,-993419076,1949486016
