"ialpha","ibeta","ifold","irep","seed1","seed2","seed3","seed4","seed5","seed6","seed7"
1,1,0,1,10407,-2047447720,926615417,1092559078,-612432337,1043814052,-128273067
2,1,0,1,10407,1942636194,1156555567,-347829664,-1684551627,1095361342,1204129799
3,1,0,1,10407,1254932753,246122584,1859984128,-1938745751,380683195,-1097785770
4,1,0,1,10407,-1401932016,902881847,-497776207,1014207964,-940811956,-865743197
5,1,0,1,10407,1881057265,-1423828548,319910445,-882190488,1757995309,-641694901
6,1,0,1,10407,-817445631,-2098966826,706628680,-1776143254,1396215678,-2080759321
7,1,0,1,10407,-1169019953,1097792098,-1622213670,-941808512,1726367980,-232507264
8,1,0,1,10407,-1507766892,436018684,-696383781,-1735120325,1893326839,-312804701
9,1,0,1,10407,-527744646,1722467262,1366701765,-838393153,1892257356,-795520992
10,1,0,1,10407,1022883401,-1164446259,-981949431,-1164646916,426839473,-1566971767
1,2,0,1,10407,-1503225357,-2009812358,-273160149,869992808,-835971925,-1430342041
2,2,0,1,10407,708537981,867551216,-729972654,-1134102620,1867652414,731189257
3,2,0,1,10407,-882474311,-456874803,-1817964906,819997879,-1624837636,-202880171
4,2,0,1,10407,1563150681,-1629508232,-1288016473,110679444,-2140761980,-669258790
5,2,0,1,10407,800021809,1474067608,2076281926,-1645315417,371563601,-1916042070
6,2,0,1,10407,-284056357,1965921573,1221045189,-1255680988,-480980185,-1618721478
7,2,0,1,10407,69297241,1812059515,-743729297,-623370529,1618366292,-1068108237
8,2,0,1,10407,-1599461676,-1977129527,-1899810817,1220153270,1995937602,-894495580
9,2,0,1,10407,1647377977,254202322,1147763434,-1193608027,-181522885,-470822001
10,2,0,1,10407,1575497203,-519623420,1035929525,-1711377951,-739077099,-278072527
1,3,0,1,10407,1763284142,1144955389,1542893519,2138864528,-1594887129,1494900071
2,3,0,1,10407,-1601451312,-88573374,1967653342,88467472,-196516172,-322987725
3,3,0,1,10407,1782868821,-1091809464,-1037872404,1360240633,-2095718265,329056254
4,3,0,1,10407,229615843,1592722366,801162962,-216908419,-351080689,548492909
5,3,0,1,10407,1395948486,199458343,-1933671490,-1197874005,-1476721583,250053359
6,3,0,1,10407,-490068043,-1744954780,-859450882,-1756370843,85227881,-827180775
7,3,0,1,10407,1364588105,-952271269,1666297344,1238171890,-1624860767,1482834301
8,3,0,1,10407,-505773006,745619432,1549182472,-1726595823,-1912485492,-1789100609
9,3,0,1,10407,-1135198152,-843913231,2061995711,1668805319,1282404923,-2035882509
10,3,0,1,10407,-167755659,-641945517,198915416,1553816739,-448622252,502629602
1,4,0,1,10407,-108284663,-688459703,-191201606,1156209063,260170797,-819057545
2,4,0,1,10407,-2013833442,1169733374,-118127843,802946198,1524133777,-1991430008
3,4,0,1,10407,106199043,1433444343,2080340409,-691845716,-2004482752,-1546477538
4,4,0,1,10407,1970473121,1064642762,-667514020,-195879752,-464079069,-1281770630
5,4,0,1,10407,-1968677603,-1041996517,-1410178792,-888520762,433432481,-1301597556
6,4,0,1,10407,-874562969,-1744315763,279243984,-1626894978,489476332,312499410
7,4,0,1,10407,1082931496,538791838,-734145751,139247239,-577084359,1731269316
8,4,0,1,10407,277521560,-171666035,-224629830,448506135,1426096989,357177142
9,4,0,1,10407,2130278081,-781176612,-889823712,2048447315,1876501618,1690418250
10,4,0,1,10407,-741165246,1191799448,-1613854083,-83386488,705991298,-1664858330
1,5,0,1,10407,-1002355991,240929763,-269187342,1254490507,1815934399,-1735956897
2,5,0,1,10407,1730242326,1891726861,940123136,1885639163,-760219945,-1521520135
3,5,0,1,10407,-92509934,-1769167727,-987386178,1545691021,2080052347,1339624629
4,5,0,1,10407,1432133548,1875219740,1294339084,-472864371,1801948402,-102245873
5,5,0,1,10407,-605503925,-2095630928,-447224399,-2070739403,883949885,-1037481768
6,5,0,1,10407,43255544,874259538,940334666,-556121645,-1734282335,-887282174
7,5,0,1,10407,565059593,1683066119,1175257419,-1558506217,-67614890,425810598
8,5,0,1,10407,310343176,1355147812,-1824594097,-140951468,30315447,1560590257
9,5,0,1,10407,1987044053,-2104553560,545507398,-1587853783,-1571238737,1950423039
10,5,0,1,10407,1500955199,1185120347,1508967890,-2111684741,1955100949,1656100004
1,6,0,1,10407,1164809950,-314758023,-107580688,-1089868044,144023649,-1003154796
2,6,0,1,10407,879828160,-1856232503,-540363495,1157054230,338091220,-1455856379
3,6,0,1,10407,-1864667048,59481538,1563494378,1579126086,1172593822,-1345330487
4,6,0,1,10407,-635416933,-1230227604,1185320070,-396410890,-1095937486,1694801440
5,6,0,1,10407,1218648030,-1998533986,2027208791,1877106595,1257708289,1097853422
6,6,0,1,10407,2134046898,1769302025,-1380729236,1108568274,-1790009494,-136059767
7,6,0,1,10407,-364088368,-1012237994,1367953766,991328783,-1652200877,-315396389
8,6,0,1,10407,-363396202,2112941908,-720318257,389667459,1494160648,798940644
9,6,0,1,10407,1926678697,2037823973,-1174659721,1315628518,611748044,15929324
10,6,0,1,10407,946704441,-1148874670,993958211,-1165911639,-1238025896,-2009832605
1,7,0,1,10407,654623817,413189266,-2074305130,-805414423,-743494105,482889864
2,7,0,1,10407,96798794,1169529635,535150138,527159715,1027546949,-1649637946
