"ialpha","ibeta","ifold","irep","seed1","seed2","seed3","seed4","seed5","seed6","seed7"
1,1,0,1,10407,1288403515,1314971712,-1892232383,1256355854,-276768457,778877964
2,1,0,1,10407,-1710287171,-1005337112,2033408421,-1292024656,1108113983,1993802442
3,1,0,1,10407,-1877579607,50682097,-477253014,855761101,623407268,592399097
4,1,0,1,10407,704053728,-1512335826,-1912289009,-1101000874,1205216239,-961878771
5,1,0,1,10407,1052583268,-738124481,1897163483,573066880,89131840,-1387549166
6,1,0,1,10407,1026370094,-1154585306,-1495161642,-24548498,-1261913068,-1471064443
7,1,0,1,10407,1034533467,712099670,-807463952,-354115284,-205095337,1964019769
8,1,0,1,10407,-19956535,-1836115321,-1730172467,919269871,66195613,1403900355
9,1,0,1,10407,560323441,-1025789052,98686362,1427823321,1564084760,646911726
10,1,0,1,10407,-23414465,-1763421522,1720307473,-1557243008,1718020546,1055655413
1,2,0,1,10407,1480906498,1656637306,478747683,1783612571,-863710194,-1512575093
2,2,0,1,10407,-1358761342,1355025295,487340732,1147207235,1609273294,-1434180132
3,2,0,1,10407,-1241885379,302319056,834826747,1387463919,1585069728,538004766
4,2,0,1,10407,-632765512,-717901738,121432712,1480635223,1468853273,360214021
5,2,0,1,10407,-1158147630,-2051905151,-1810163857,1615635866,257202316,-783828267
6,2,0,1,10407,-896909408,1113701001,-1344659597,-279115162,1154462525,-1458674669
7,2,0,1,10407,889483534,852001104,-2103040246,1693083882,1329602288,-1194539545
8,2,0,1,10407,474030554,-87053243,1060944959,2058402902,920967474,-1679379459
9,2,0,1,10407,-266374732,-1533967026,-1463131856,-1686387040,-39469170,1832733535
10,2,0,1,10407,-167920695,1580678971,2048671049,1438843871,1665574939,-1858297650
1,3,0,1,10407,1813272577,-1106855613,1463779734,-636640122,-218752745,225844172
2,3,0,1,10407,-1122651690,-1435333133,-2071638099,1938393455,-1079483245,-780776446
3,3,0,1,10407,-1616550673,867361496,-357606656,-545271115,-123568281,-508144838
4,3,0,1,10407,-1306868393,491427815,516160367,-1717141065,-911118178,509936806
5,3,0,1,10407,1966097206,505752695,-1986173944,-1871622878,930460614,-1657021297
6,3,0,1,10407,1221299870,-748840480,1267686156,-173654808,-1807004878,-1747588112
7,3,0,1,10407,273772434,1686838345,-1590203534,-884021856,-942223997,-2093908922
8,3,0,1,10407,1079333501,2087300692,-1120243677,442104001,-1820876865,-524820588
9,3,0,1,10407,-1654126551,-276393209,-1679891312,-726028036,1997964958,-1430428851
10,3,0,1,10407,705734268,1282543397,2075003361,-330823485,-837467657,-1360663800
1,4,0,1,10407,1828048940,557023173,-2038801661,1639366891,-200795916,-27861571
2,4,0,1,10407,1207911592,1011084605,2014474787,-73854318,-906434849,1836525667
3,4,0,1,10407,2076109142,-1809528326,548571129,869380771,483526970,-319682897
4,4,0,1,10407,1425857169,-1656297305,1034928490,-21391602,1020516924,1312907296
5,4,0,1,10407,-77476261,288843300,1947096593,-543827289,1059929830,-1905146451
6,4,0,1,10407,-1180095669,185215233,1981192491,-1110957574,1018692932,-1069113885
7,4,0,1,10407,1366622486,-1102862993,-1820451153,1192535764,-1423449871,-1841555266
8,4,0,1,10407,1777739552,-1542427625,-28597460,22992766,2102145751,-1162801905
9,4,0,1,10407,-1550297125,-829677749,1725497187,1272414271,1156111836,267297021
10,4,0,1,10407,1416784272,1971143080,-2033411999,2107025788,-2112177122,-162321446
1,5,0,1,10407,255098069,1175228547,-310983720,-1063576923,-1527209779,642092816
2,5,0,1,10407,-1042349564,-1192549914,-670575196,-1140306480,-145678101,-222330925
3,5,0,1,10407,-404301029,-496920979,-716244246,-289765064,-332326558,887002383
4,5,0,1,10407,-101167604,-1554617355,-564320505,1040437361,-225829898,-1758757264
5,5,0,1,10407,222755869,1186372497,1204390065,1734041306,1021670958,-1422478460
6,5,0,1,10407,-363080162,-270701728,-1879503467,-405132102,214687773,-215674914
7,5,0,1,10407,1689702451,-187359655,606405264,-804755804,1100762003,-1310893419
8,5,0,1,10407,791058738,556525480,-546448759,39407343,2117326390,-670543224
9,5,0,1,10407,-1194631560,497665603,-216499107,-873960354,2103239171,-756894246
10,5,0,1,10407,-1925952952,-1198393135,-978460268,1452032685,-1699441487,-1624690090
1,6,0,1,10407,-1730774118,1771276592,-903252188,1038382996,-59422753,1097069655
2,6,0,1,10407,944591394,1810441798,-954555950,221190781,311460728,-285876389
3,6,0,1,10407,-213870123,-1126271549,320754143,-58297643,533255984,1226893763
4,6,0,1,10407,-1682429648,-81396217,-1700837007,245638612,1723504030,-1182169367
5,6,0,1,10407,-1512008124,1054540348,1334092330,-943274967,874104049,1310662499
6,6,0,1,10407,-1791066335,60194273,-306059035,1387740503,-2106472323,-883855982
7,6,0,1,10407,297913395,1075590163,-27788331,-559334748,-1965312725,-271007782
8,6,0,1,10407,-479464208,852375742,-1224072968,-1102900589,-1784128427,2106490468
9,6,0,1,10407,1611704798,-1589212658,357013674,-1475521116,979361702,-529780696
10,6,0,1,10407,-1723517100,-904044537,-1096818608,1470277662,-1319993494,-2138730842
1,7,0,1,10407,1215977872,-1729461104,-2058406727,-1494133184,-754869422,-2061162151
2,7,0,1,10407,207156531,1531760722,-18697105,-1986856298,-717477860,-71197231
3,7,0,1,10407,-1615071430,-527470319,-1666823608,1240061919,-1486962745,459710241
4,7,0,1,10407,-1604227120,-881857327,1691513265,-1486716817,-717124930,-1749962294
5,7,0,1,10407,1676102599,-938330524,1877867272,1033740264,964928946,-80948614
6,7,0,1,10407,-2095478068,372942478,-629814622,-748533100,279461701,-1362906209
7,7,0,1,10407,786129321,578225382,1679993413,1385361109,758215311,-13999388
