"ialpha","ibeta","ifold","irep","seed1","seed2","seed3","seed4","seed5","seed6","seed7"
1,1,0,1,10407,-1237652791,-706529290,146886143,566257716,881989029,-1715882462
2,1,0,1,10407,-1419459999,1946574145,-1937718280,1368028173,-56716232,-1845767273
3,1,0,1,10407,1124374351,755166685,945499068,638367177,1580732418,461216026
4,1,0,1,10407,-387047641,1445131059,-146347090,-1767330855,1696162983,-119100942
5,1,0,1,10407,336202069,548738101,-394799566,-1245957084,412529543,-830356304
6,1,0,1,10407,298288917,2050458368,783248132,1617417881,1890355579,15054448
7,1,0,1,10407,-1607313196,181368306,-1855020484,1335919998,2101194869,43713582
8,1,0,1,10407,26602515,-1933936425,1826446435,-835040246,-517407845,1214206623
9,1,0,1,10407,927046578,966097803,1518432877,-1178585776,-167407266,-986232152
10,1,0,1,10407,-841797837,898600313,-890450440,992106860,-1967795652,-575616279
1,2,0,1,10407,-770798974,-1322357013,1271245695,908987226,-1189326532,218371256
2,2,0,1,10407,-2130646703,755534101,-1956368800,-419304597,798318191,-1787362199
3,2,0,1,10407,269817295,816577000,-872752186,823058307,947911472,-737539027
4,2,0,1,10407,1055779120,-12265525,735673219,-747818556,-1977587358,2090327371
5,2,0,1,10407,-1129089881,-1218020617,1669634697,-693657566,1546662805,-872666171
6,2,0,1,10407,505335885,62110058,-1922470963,-1919112743,733038148,50552787
7,2,0,1,10407,936737492,169993231,623209424,154683217,1425026290,-1822768684
8,2,0,1,10407,19169555,1578784236,-1596728177,-948502356,139589520,1382582395
9,2,0,1,10407,-1668478009,1625964334,1209406554,1428034574,-102538081,343286545
10,2,0,1,10407,-1737392209,1063146352,-2103653222,1914491385,-842667070,-19288262
1,3,0,1,10407,948155139,-939937155,1275614339,-2070834372,-804198696,33931101
2,3,0,1,10407,-1424727773,-1242762172,-1452455888,-1854317162,1339813189,-606277333
3,3,0,1,10407,1380280999,-81885518,1681320388,1879190301,102961404,-305936535
4,3,0,1,10407,-652392658,-754005378,-1518829934,702302531,-1479380979,1671031202
5,3,0,1,10407,-1685023976,-555468499,-222692460,-255230205,1153694045,1798410263
6,3,0,1,10407,16491472,-129647059,-1408916974,398387806,-1947952132,1692901087
7,3,0,1,10407,1156285861,-486144806,-7758824,2050771906,-643231442,-1302909982
8,3,0,1,10407,1666197518,-556029712,-568696069,1448452783,157816726,842462405
9,3,0,1,10407,815430246,-1381614772,181959616,879679845,-1998784862,665546114
10,3,0,1,10407,2136868828,-2135308927,881478906,-1273246747,1432607763,-155157844
1,4,0,1,10407,-1960469815,-1211280354,1256392735,-691454340,165272263,-1909964996
2,4,0,1,10407,178737215,770350779,352769225,-1422446968,-1002389792,305369984
3,4,0,1,10407,-718649937,-358892702,-670195846,283338617,1031085792,-346916057
4,4,0,1,10407,375778651,-1215057396,-353133777,382431292,2006809224,58544402
5,4,0,1,10407,-203165361,-413633510,1132113397,-1018155152,217765309,-1238688513
6,4,0,1,10407,-1562509878,764749796,768470661,-1930787307,489741823,-1750390767
7,4,0,1,10407,2070889735,-2007139472,-424632936,1934391523,-1574911588,-1630192329
8,4,0,1,10407,-416247836,-2002623855,-9543347,159424295,1237281543,-2032222876
9,4,0,1,10407,157355694,-333054643,432996195,1591581183,-128981685,268320303
10,4,0,1,10407,-1792281877,-944375801,-234765865,-303501980,239705683,277721739
1,5,0,1,10407,663286281,1645045193,1093746022,-29958783,972051038,-1715554253
2,5,0,1,10407,-229560959,1895335287,1894599562,1294073390,99802326,191156828
3,5,0,1,10407,-139364823,-681566531,-892465379,42427712,741498021,560219002
4,5,0,1,10407,-1649738784,-172239320,-1263117056,-1434850763,-555301321,2009020463
5,5,0,1,10407,-2046210099,1286603859,-279409948,1952680020,575432928,159331135
6,5,0,1,10407,-1221944438,-1841790877,2040033138,-1023003981,-417030488,-2134963194
7,5,0,1,10407,1819305603,-422232809,-1964430620,1224141017,1003253476,1138689563
8,5,0,1,10407,-1547686796,2132665131,-829269887,455395979,-938265633,-1260641687
9,5,0,1,10407,1642907394,419839195,-1215498985,606034740,-265745758,381513705
10,5,0,1,10407,-618654914,-2125897007,916954976,1551701430,-241164271,1402510206
1,6,0,1,10407,713547171,-49713447,595061992,-961004781,1919381550,-2107174583
2,6,0,1,10407,209693840,-437398423,1401513762,785636700,882781057,998237297
3,6,0,1,10407,1980432715,692065326,1777903135,-1827785427,1335678589,186165545
4,6,0,1,10407,1608206153,-1160439404,-2080439828,-1847115975,-292416295,171105832
5,6,0,1,10407,1172948851,-754925347,-1413418369,-603114728,221369968,-1004556991
6,6,0,1,10407,-1819876722,-2015739291,2027286047,-55387629,-862728110,-567151286
7,6,0,1,10407,-1540627056,86498084,-910710331,-920191295,1616212121,156903347
8,6,0,1,10407,-2005753277,13632322,-1179286041,-1007003775,-1203921544,-1413667984
9,6,0,1,10407,2126112248,-1281636669,563574171,954811404,1570362976,2008682121
10,6,0,1,10407,-1637245310,-1960699685,1274469599,229584992,-1271909968,-1816153422
1,7,0,1,10407,585237767,1910259186,-1628103219,749672169,858408802,-1027665485
2,7,0,1,10407,-817905170,-70409889,323859364,-917411753,1870208434,468540545
3,7,0,1,10407,833902416,789203939,-1413207892,-904467636,1794383040,1552482338
4,7,0,1,10407,16660306,-2119300658,-734339469,611693302,1674112920,135077643
5,7,0,1,10407,273357837,1003150722,-353485572,101731648,-1476028524,978307521
6,7,0,1,10407,-965406345,1751372638,-674804470,-492100155,-1688790852,1559978946
7,7,0,1,10407,1863391670,-842148833,1139204850,1003029706,-297683965,1106727869
8,7,0,1,10407,-1921371002,1911697768,1016499157,-813418700,-240456677,-2039866797
9,7,0,1,10407,-1942497717,-1846571526,1129827175,204563655,-119767035,-987708750
10,7,0,1,10407,-563975836,-1284504639,-1399965632,490478566,-2080638336,116325767
