"ialpha","ibeta","ifold","irep","seed1","seed2","seed3","seed4","seed5","seed6","seed7"
1,1,0,1,10407,-1980400034,1868494663,-119431460,1620664877,-2030246134,-682982141
2,1,0,1,10407,-908614152,1211020077,710623413,-367448095,1589992515,1485509809
3,1,0,1,10407,800851321,-1978833593,-441671001,-1666907078,1279314111,1601444028
4,1,0,1,10407,708431844,-94176069,-1154380473,1578743049,160903780,-2058394095
5,1,0,1,10407,951772198,-230894331,1029202701,-597185830,636799071,-42865826
6,1,0,1,10407,1090057838,43580542,-2079047757,1056865946,1012408915,1557181114
7,1,0,1,10407,1741838815,-2062165129,254316948,-2015048321,-1399106540,92911136
8,1,0,1,10407,1528839381,1888048611,2068968036,1922129881,-505280513,1284027912
9,1,0,1,10407,-1551604484,-1879260182,-2013330380,1315785381,1955861073,-1985996436
10,1,0,1,10407,693878556,-1795905727,-877363678,-1112824840,-604828320,-2063877458
1,2,0,1,10407,-1355556170,-2082076724,1307141418,-807633884,276600808,1870169462
2,2,0,1,10407,-167820229,1767628340,-1463639182,393794063,488771069,391419372
3,2,0,1,10407,-115865454,1286329848,730431846,1145671748,-2012649343,675295797
4,2,0,1,10407,1924444864,-657288476,1653495257,-1927025813,-459806703,765649850
5,2,0,1,10407,-537664222,380697754,-1343146374,-1983391474,-878684875,-595442955
6,2,0,1,10407,1848946100,-855088368,905117286,1590580593,-1111141362,1344773906
7,2,0,1,10407,-47940535,-1062618791,577409109,7577359,131121290,-1547253418
8,2,0,1,10407,-1546304361,-1619930686,-244876393,-1181409802,1172901039,1416811425
9,2,0,1,10407,-1759276802,-371622425,-178094655,-1762976891,492200459,-353890265
10,2,0,1,10407,2039381691,-959493612,384234996,1587333332,-1152558158,-182851816
1,3,0,1,10407,642534834,1309835798,-90339880,-799568395,-1132609076,1465930123
2,3,0,1,10407,1156974413,-554858649,918516685,-1918462510,-445939606,-958927695
3,3,0,1,10407,1328059675,-285009490,1729773762,-886983535,-929263378,-518593111
4,3,0,1,10407,-1383224249,-159478677,-1162246022,1861252636,-543903745,366623057
5,3,0,1,10407,-28616556,793187334,-760944482,-858843498,751446568,1871550130
6,3,0,1,10407,-1411020463,1645188356,1358235261,483998515,-2101124564,-1152806533
7,3,0,1,10407,-820905347,-1696090678,209008839,-2136720736,1803877617,-1158012843
8,3,0,1,10407,-1990269648,890920704,-1728981514,693995791,1527731370,-1548233653
9,3,0,1,10407,214732710,-1827206437,-2103009097,294891422,-2127126589,191719318
10,3,0,1,10407,-695003086,-1677542474,174009333,-1812812373,852591180,176436568
1,4,0,1,10407,-97668017,1934106070,160399946,-1204444946,-1953866230,-762934773
2,4,0,1,10407,1935858719,-1515597246,343778666,-1634484330,-1623842714,1628473723
3,4,0,1,10407,1868093425,-536765903,-1321108495,1676394716,-116729145,1623965146
4,4,0,1,10407,-1094836112,2119135873,-1185571423,132260700,978537735,642173121
5,4,0,1,10407,-1608057085,1435672673,2053393915,-1301756754,-334254156,423893528
6,4,0,1,10407,431428597,349552592,1667011532,1014888766,-1561119494,55832679
7,4,0,1,10407,-1386869961,1135545995,370134475,-1168360603,-1620934525,1735817467
8,4,0,1,10407,1006213021,2021892110,-685329274,1823473656,-1043283737,-1977324765
9,4,0,1,10407,778971914,-30329794,-904443841,640062606,-432743955,450470726
10,4,0,1,10407,-1230426460,-445667417,-564341481,-1456840672,1927944143,922710404
1,5,0,1,10407,-924737449,-457674727,-162028893,-415396626,1549883715,-730574502
2,5,0,1,10407,567582948,-10090483,1937433631,-354390690,-1092419568,-2005032562
3,5,0,1,10407,-1171715284,-515994280,17068137,1433214132,1651268454,594677603
4,5,0,1,10407,861543151,9977874,893874241,-686544080,-1977858086,-381833193
5,5,0,1,10407,1900483449,-369923152,2079656721,-920933488,-1653056520,-1877550771
6,5,0,1,10407,-296081719,1579202800,-1869292280,1605960794,-1700486349,253017750
