"ialpha","ibeta","ifold","irep","seed1","seed2","seed3","seed4","seed5","seed6","seed7"
1,1,0,1,10407,12604314,-1310997421,1514630520,1496957209,589751814,98205903
2,1,0,1,10407,-2308673,1266478880,1693297322,-1645137319,-1026242662,960414747
3,1,0,1,10407,-2013050634,1704924105,1389589668,-2143410949,2082192852,287093579
4,1,0,1,10407,-1653913761,-787898280,-1240688148,-978538719,-1503576454,-1679496717
5,1,0,1,10407,1649264370,-24457436,-237984587,-1808543240,764845607,88038767
6,1,0,1,10407,-501433101,917407215,-617027202,-1788981269,-1619108866,1778120352
7,1,0,1,10407,-31463046,-246870739,-1335217124,1905021421,1765692982,1657688382
8,1,0,1,10407,-422679687,1530243957,2135568241,1081019831,-159059612,1173921387
9,1,0,1,10407,1216144673,-937160603,69196516,-1395351907,354010207,390512341
10,1,0,1,10407,1460358803,1854184046,917016191,1937978544,-899301819,2040255212
1,2,0,1,10407,1472610674,1255264522,1119142060,-2116103938,134272375,2090354455
2,2,0,1,10407,-696560218,1875146025,119678510,-834138801,-319839429,-517326018
3,2,0,1,10407,-706791048,736824631,-628491079,-1516913506,2056127431,-1724221667
4,2,0,1,10407,-1959381825,1704356095,-331181675,671250699,392535213,-1695891740
5,2,0,1,10407,-1041888507,-1131529872,331507845,-863775766,277036184,-199674275
6,2,0,1,10407,-528307177,-1005505305,-1463224586,-1990255751,-927919666,892971005
7,2,0,1,10407,2093496295,-1836376547,1813817201,-1872310293,1520644816,860595286
8,2,0,1,10407,1950868916,1594534286,-1868621726,-1235271749,-610350344,505594276
9,2,0,1,10407,-1527831907,1183200162,-1004499118,-667724978,1328620755,-219026652
10,2,0,1,10407,1041273146,-2035963775,-1779430335,1108588528,-1733947045,328976456
1,3,0,1,10407,1299180368,-1557035182,-72585504,-237322029,678007085,-1414438589
2,3,0,1,10407,1292068836,-559174845,-515146375,842546439,1433357429,1869518035
3,3,0,1,10407,922041510,658132433,-1950393201,175447275,532104055,-1121948007
4,3,0,1,10407,868787424,-766678206,-1934282099,-2102180710,-1693093741,1742913438
5,3,0,1,10407,-1980537865,-1815273249,1960449003,-94752357,651361382,44713713
6,3,0,1,10407,-921046052,-56326460,796019348,1709368955,-430666428,1132714501
7,3,0,1,10407,697546963,563761785,-750357054,550912951,1772925808,-376409653
8,3,0,1,10407,2132817783,-602805020,-727189199,104948416,-1469645726,-1728435772
9,3,0,1,10407,-1775596338,-1473905490,59982806,850530992,1335145700,1605663922
10,3,0,1,10407,-1262869423,-1649278262,913302406,525319782,1531598582,-752275037
1,4,0,1,10407,-1476267506,-325058367,-1096901497,1828117753,-546467776,1769282382
2,4,0,1,10407,-1968414907,1593044632,1980435583,15636219,1597643961,-1034135732
3,4,0,1,10407,1909998876,-39781713,-636781178,2057912277,559839352,1152241138
4,4,0,1,10407,-2136194073,-1945042264,1358630047,2020839152,-362157862,-1703050158
5,4,0,1,10407,-1757565301,-1589737159,1646449326,-877044860,-622256573,-669490383
6,4,0,1,10407,6603100,1190796250,1698723773,-835203187,-528756697,465617040
7,4,0,1,10407,-170858171,-799772521,-163977578,1481314570,504815683,-56275840
8,4,0,1,10407,197136643,-409469073,1672251252,-810772579,-268526213,-1011736721
9,4,0,1,10407,1348341890,-2015205362,1308656825,-1427137691,-555184288,-1756482910
10,4,0,1,10407,39815083,-306593358,243465713,-339931626,-770334461,-719201465
1,5,0,1,10407,68569773,626030235,1316962303,-1436704549,1013026459,1261225196
2,5,0,1,10407,2115521397,1529669604,123460463,1628038968,-230568190,-1046023388
3,5,0,1,10407,1001978292,619997147,-1653644649,253172507,1922171401,-1075213913
4,5,0,1,10407,-229161114,-138398837,-1004045297,-610374479,500184852,2111898178
5,5,0,1,10407,-715630368,-475008002,-1755970972,-804225949,861911417,-1977289600
6,5,0,1,10407,130786601,-619971288,2095393009,-2023178438,-534155446,431160635
7,5,0,1,10407,886122222,-1742014311,-214310636,627475626,139924261,1646393451
8,5,0,1,10407,-743790161,-480488401,-1087570254,-1979529229,-54061202,298681452
9,5,0,1,10407,1171235962,1480134458,-585356978,1365301050,-448259446,1627304771
10,5,0,1,10407,-1902591763,-43541506,-59229096,-280568475,-1829039663,106266476
1,6,0,1,10407,-1182113091,255019706,1129181765,-166374353,1335953451,-312192960
