"ialpha","ibeta","ifold","irep","seed1","seed2","seed3","seed4","seed5","seed6","seed7"
1,1,0,1,10407,-1377985184,416605665,-1744207314,-1117285161,-2091377876,-1038418371
2,1,0,1,10407,-1824497221,-1076437848,-1933926096,-1740920890,-110516594,-1422677836
3,1,0,1,10407,103527991,1930756686,-166103741,1357467037,416729481,-1503239586
4,1,0,1,10407,1139785782,-585852949,-2083568706,134844140,-1364314843,-779421799
5,1,0,1,10407,483424811,1417250678,-1114734521,-877150636,68512107,-333427050
6,1,0,1,10407,-1094908787,-1355605443,-5776304,2791471,-1122043863,-738693618
7,1,0,1,10407,366641774,1894047297,-954226835,-477121990,-1990999002,1109532613
8,1,0,1,10407,1217295134,-1220154163,1062744857,-1264469188,-1613447216,-271292665
9,1,0,1,10407,-1217020786,1709731208,887880072,68256755,-421461013,-522452993
10,1,0,1,10407,781884352,-1736843831,671656758,222356750,-1782573900,-1852622486
1,2,0,1,10407,-941429811,982291539,-531553297,1108951413,1846297812,-1916407892
2,2,0,1,10407,1327353843,-822291181,-1147080335,1755074859,1535947208,827729831
3,2,0,1,10407,-2106315864,1615961899,1690486726,-205536683,-2047374173,1798067934
4,2,0,1,10407,-1286396639,-545373256,-1553551571,163911335,409229741,727450131
5,2,0,1,10407,1377564593,-1588158,-372741072,604086987,-1664086450,251928789
6,2,0,1,10407,1135570090,-830981102,1475413291,-130838067,1336693050,2024585392
7,2,0,1,10407,-1210500692,-738471955,-497522437,-824479682,-1765377030,-623284229
8,2,0,1,10407,1997280562,-222688681,129884538,-1133771355,917599185,2106970629
9,2,0,1,10407,-1304536077,-1989875277,-2093267844,-1636059560,1881329833,-1564100821
10,2,0,1,10407,-1438431519,1409596584,-1111510488,-1014964374,1543785147,172480178
1,3,0,1,10407,-1487475924,-1871504384,901665558,355097659,-221806634,-1579281702
2,3,0,1,10407,879982039,837511172,1912607922,69624780,1443732520,1487566443
3,3,0,1,10407,669414700,-343528674,708776734,-2103163498,-1776127217,753780344
4,3,0,1,10407,693263959,859793742,-149444804,-1993585282,-1800968879,-1523209989
5,3,0,1,10407,-312120036,-467662638,-1987105275,1840870891,894320527,492828922
6,3,0,1,10407,334473811,-1036672985,1866812222,-693237628,-354966795,-476873856
7,3,0,1,10407,-1008786352,598299627,-2139970365,-1798386458,1036294545,-845536628
8,3,0,1,10407,406504346,-1980937474,1638971516,-2065101870,231592789,-1962561848
9,3,0,1,10407,-420898488,-1716749398,78054659,-1142251321,1979111275,-1402276491
10,3,0,1,10407,-1476366143,1048568112,-85828096,-2110740904,1030167566,-42059044
1,4,0,1,10407,-31141671,-477705126,-1853786329,2015905914,2009020017,-1809107543
2,4,0,1,10407,-468782838,-1681532599,452339545,883171132,-1606909908,721297688
3,4,0,1,10407,-1398691925,-427662891,-1508792189,1132893484,1817800492,808212454
4,4,0,1,10407,-1087641868,-1100434220,1906893713,274112249,1615566440,-1835244425
5,4,0,1,10407,966520747,1759903827,1101949574,1039508897,599021552,1348363502
6,4,0,1,10407,130294062,1378410680,1089170910,-1644025493,-684947811,1588896072
7,4,0,1,10407,-255976425,1171806120,1601691739,-1370317428,-87719171,-714787998
8,4,0,1,10407,56946639,363831201,-261025636,-817058593,-1565839130,-857123259
9,4,0,1,10407,1976563298,1284917097,73006078,-1647216408,-852092396,1704746764
10,4,0,1,10407,1625578614,-1698692416,-1133768840,1947889067,687963501,571243304
1,5,0,1,10407,1992254021,846406978,1244327016,-1163487389,-1196096954,-2051534840
